freeResponse,correctAnswer,score,cosine
the same element with the same number of protons but different number of neutrons,one or more forms of an element that have different numbers of neutrons,1.0,0.8536145091056824
a full set of 8 in an element to be happy in its orbital,rule that atoms are most stable when they hold eight electrons in their outermost shells,0.5,0.6697617769241333
positively charged ion,positive ion that is formed by an atom losing one or more electrons,1.0,0.4195609390735626
the unique mass number is for each element to be identified,total number of protons and neutrons in an atom,0.5,0.6324082612991333
carbon based circle,smallest unit of larger molecules called polymers,0.0,0.48425793647766113
one of the most abundant organic molecules in living systems and have the most diverse range of functions of all macromolecules,biological macromolecule composed of one or more chains of amino acids,1.0,0.7315272688865662
peptide bond,peptide bond,1.0,1.0
center of atom where protons and neutrons are found,core of an atom; contains protons and neutrons,1.0,0.8409375548362732
they non polar ends interact with each other,Phospholipids are amphipathic molecules. The polar head faces towards water and the nonpolar fatty acid tails face towards other fatty acid tails.,0.5,0.5748602747917175
stored form of sugar in plants,storage carbohydrate in plants,1.0,0.7770808935165405
protons and neutrons,total number of protons and neutrons in an atom,1.0,0.6419910192489624
the way a protein's geometric shape is made.,"three-dimensional conformation of a protein, including interactions between secondary structural elements; formed from interactions between amino acid side chains",0.0,0.7447583675384521
a secondary function in which the protein folds into pleats or sheets.,secondary structure found in proteins in which “pleats” are formed by hydrogen bonding between atoms on the backbone of the polypeptide chain,1.0,0.8011243343353271
a part of the cell,compartment or sac within a cell,0.0,0.5577037930488586
"they would become weak, nauceous, sick etc.",The cell would not be able to get rid of extra sodium.,0.0,0.5629252791404724
a green organelle that is responsible for absorbing light for photosynthesis,green pigment that captures the light energy that drives the light reactions of photosynthesis,0.5,0.7964377999305725
Because it has all been getting used up.,Hydrogen gas is so light with a molecular weight of 1 that the excess diffused into space over time and is now absent from the atmosphere.,0.0,0.4956108331680298
"ions, glucose, amino acids",\text{Cl}^-,0.0,0.31234246492385864
1. Cohesion - water molecules are attracted to each other keeping the molecules together. This allows for water to climb up the roots of a plant and go to the leaves. 2. Adhesion - the attraction between water and other molecules. This also allows for water to climb up plants. 3. Heat of Vaporization - The energy needed to change liquid to gas. This allows humans to sweat which in turn cools us down.,"Cohesion is the attraction between the water molecules, which helps create surface tension. Insects can walk on water because of cohesion. Adhesion is the attraction between water molecules and other molecules. Water moving up from the roots of plants to the leaves as a result of capillary action is because of adhesion. Heat of vaporization is the amount of energy required to convert liquid into gas. This property helps humans maintain homeostasis of body temperature by evaporation.",1.0,0.9254207611083984
polar nucleic acids on the side of a soluble protein and non polar nucleic acids on the other side.,Polar and charged amino acids will be found on the surface whereas non-polar in the interior.,0.0,0.8133901357650757
the interactions between molecules.,"The primary structure attains a curved shape and covalent bonds, which further acquire hydrogen bonds at specific pH.",0.0,0.5024166703224182
"sucrose is found in sugar, maltose is in malt sugar, and lactose is in milk.","Sucrose is found in fruit juices, maltose in beer, and lactose in dairy products.",1.0,0.8793572187423706
pH decreases,The pH of the solution decreases.,1.0,0.7175829410552979
a concentration of solution,total amount of substances dissolved in a specific amount of solution,1.0,0.6466145515441895
something that is made from a chemical reaction,molecule found on the right side of a chemical equation,1.0,0.7040226459503174
polypeptide bond,between the carboxyl group of one amino acid and the amino group of the other,0.0,0.46177998185157776
Peer review,peer review,1.0,0.8728175759315491
1C 2F 3A 4B 5D 6E. The hypothesis was incorrect,The original hypothesis is incorrect. Alternative hypothesis includes that toaster wasn’t turned on.,0.5,0.6993574500083923
"1.The car doesn't start 2. If the car does't start the problem might be in the battery 3.The car doesn't start because the battery is dead 4.The car should start after charging or changing the battery 5.The car doesn't start even after changing the battery, the battery must have stopped working. 6.After changing the battery. Car starts working","2, 1, 5, 4, 6, 3",1.0,0.26190680265426636
1. No 2. Yes 3. Yes 4. No,Questions 1 and 4 are subjective and cannot be disproven using scientific method. Questions 2 and 3 can be tested using scientific method.,1.0,0.4794773459434509
They share more characteristics with reptiles.,"Birds have scales, having the same origin as that of reptiles.",0.0,0.7049904465675354
Science that uses a hypothesis and based on the proof of their experiment to prove their point,form of science that begins with a specific question and potential testable answers,1.0,0.8080955147743225
peptide bond,peptide bond,1.0,1.0
They keep their philosophic heads pointed outside and the hydrophobic tails on the inside,"Phospholipids orient their heads towards the polar molecules and tails in the interior of the membrane, thus forming a bilayer.",0.5,0.7618571519851685
"Not really, math does have a lot to do with all sciences but natural sciences focus on more of the chemical reactions of nature instead of the numbers","No, it is not a natural science. Mathematics focuses on understanding mathematical relations and calculations, which is useful in natural sciences but which is distinct.",0.5,0.8454585671424866
atoms tend to always try to have 8 electrons in there outer shell,rule that atoms are most stable when they hold eight electrons in their outermost shells,1.0,0.8134633898735046
negative charge,negatively charged subatomic particle that resides outside of the nucleus in the electron orbital; lacks functional mass and has a negative charge of –1 unit,1.0,0.22021484375
group of atoms,two or more atoms chemically bonded together,0.5,0.573000967502594
reaction that can go backwards,"chemical reaction that functions bi-directionally, where products may turn into reactants if their concentration is great enough",0.5,0.5232345461845398
breakdown of macromolecules,hydrolysis,0.0,0.5246735215187073
release energy by breaking bonds,break down polymers,1.0,0.5042960047721863
No they are with facts or opinions not able to be investigated,Questions 1 and 4 are subjective and cannot be disproven using scientific method. Questions 2 and 3 can be tested using scientific method.,0.0,0.6799696683883667
"hollow bones, talons, beaks, genetic code","Birds have scales, having the same origin as that of reptiles.",0.0,0.6316801905632019
something that is unstable and prone to react when pushed even the slightest amount.,molecule found on the left side of a chemical equation,0.0,0.5528541207313538
group 1 would all need to lose 1 electron to achieve a full valence shell. group 14 would need to gain 4 and 17 would need to gain 1,"Elements of group 1 need to lose one electron, elements of group 14 need to gain 4 electrons, and elements of group 17 need to gain 1 electron",1.0,0.907071590423584
breaking down water molecules and releasing energy,reaction that causes breakdown of larger molecules into smaller molecules with the utilization of water,1.0,0.7574615478515625
vaporization from a liquid. Usually occurs because of high temperature.,"separation of individual molecules from the surface of a body of water, leaves of a plant, or the skin of an organism",1.0,0.7018881440162659
"is a bacterial disease of the intestinal tract. Salmonella is a group of bacteria that causes typhoid fever, food poisoning, gastroenteritis, enteric fever and other illnesses. People become infected mostly through contaminated water or foods, especially meat, poultry and eggs.",The bacteria will survive and possibly will cause illness.,0.0,0.6717408895492554
"Only small, non-polar molecules can pass through the membrane through simple diffusion. The lipid tails reject polar, or partially charged, molecules, which include many water-soluble substances such as glucose.","The plasma membrane is selectively permeable to polar molecules, and a transport protein is required for larger molecules.",1.0,0.8302049040794373
"The principal components of the plasma membrane are lipids (phospholipids and cholesterol), proteins, and carbohydrates. Plasma membranes must be very flexible in order to allow certain cells, such as red blood cells and white blood cells, to change shape as they pass through narrow capillaries.",Phospholipids: form the bilayer; Carbohydrates: help in adhesion; Cholesterol: provide flexibility; Integral proteins: form transporters; Peripheral proteins: part of the cell’s recognition sites.,0.0,0.8524617552757263
"Active transport is usually associated with accumulating high concentrations of molecules that the cell needs, such as ions, glucose and amino acids. If the process uses chemical energy, such as from adenosine triphosphate (ATP), it is termed primary active transport.",\text{Cl}^-,0.0,0.03603808209300041
"DNA is a long polymer with deoxyribose and phosphate backbone. On the other hand RNA is a polymer with a ribose and phosphate backbone. types of DNA would be adenine, guanine, cytosine and thymine. Where as RNA examples would be adenine, guanine, cytosine, and uracil.",DNA contains deoxyribose and thymine while RNA contains ribose and uracil.,1.0,0.8012069463729858
"taurine, glycine","Cholesterol, which is a lipid and also a steroid, functions here.",0.0,0.4415483772754669
"The process of joining two molecules, or compounds, together following the removal of water. Dehydration is the lack of water, an extreme lac of water.","(also, condensation) reaction that links monomer molecules together, releasing a molecule of water for each bond formed",1.0,0.8348705768585205
The body needs to use energy for this process because they help make sure specific bodily functions run at optimal levels.,ATP is required to move sodium ions against their concentration gradient outside the cell.,0.0,0.7279157042503357
"Taking place with normal contraction. The same osmotic pressure as some other solution, especially one in a cell or a body fluid.","situation in which the extracellular fluid has the same osmolarity as the fluid inside the cell, resulting in no net movement of water into or out of the cell",1.0,0.8465031385421753
54,"<span data-math=""54"">54</span>",1.0,0.3666703701019287
"a molecule that is slightly polar, so that when other polar molecules and ions are introduced, it bonds easily.",substance capable of dissolving another substance,0.0,0.6300069093704224
"A type of molecule which does not bond easily with water. When introduced, it usually separates from water.",describes uncharged nonpolar molecules that are repelled by and do not dissolve well in polar molecules such as water,0.5,0.8049871325492859
"Buffers absorb extra H+ or OH- ions throughout the system, maintaining a normal pH.",substance that prevents a change in pH by absorbing or releasing hydrogen or hydroxide ions,1.0,0.7713973522186279
h ions,molecule that donates hydrogen ions and increases the concentration of hydrogen ions in a solution,0.0,0.29224544763565063
An environment poor in limestone.,An environment poor in limestone would be more affected by acid rain.,1.0,0.7523609399795532
"An organic molecule is a molecule that contains carbon. They typically also contain hydrogen, but they are not required to in order to qualify as an organic molecule.",any molecule containing carbon (except carbon dioxide),1.0,0.6767875552177429
A molecule which contains only hydrogen and carbon.,molecule that consists only of carbon and hydrogen,1.0,0.8835417032241821
A group made up of atoms that attach to a carbon skeleton of an organic molecule that control the structure and function on macromolecules. Each macromolecule has its own set of functional groups.,group of atoms that provides or imparts a specific function to a carbon skeleton,1.0,0.8532530069351196
The pH scales ranks acidity and basicity based on the concentration of H+ and OH- ions. Low pH means highly acidic and high concentration of H+. High pH means very basic with low concentration of H+,scale ranging from zero to 14 that is inversely proportional to the concentration of hydrogen ions in a solution,0.5,0.7826324105262756
Releases OH- ions to stabilize the pH of a solution.,substance that prevents a change in pH by absorbing or releasing hydrogen or hydroxide ions,0.5,0.7271696925163269
Oxygen is more electronegative than hydrogen so the covalent bond becomes polar,"Oxygen is more electronegative than hydrogen, generating a partial negative charge near the oxygen atoms.",1.0,0.8712103366851807
A large molecule made from multiple smaller organic molecules that is essential to life.,large molecule necessary for life that is built from smaller organic molecules,1.0,0.8962892293930054
dehydration synthesis,dehydration Synthesis,1.0,0.9038819074630737
hydrolysis,hydrolysis,1.0,1.0
The utility of a pH scale is that it measures how acidic or basic a substance is. It ranges from 0 to 14.,scale ranging from zero to 14 that is inversely proportional to the concentration of hydrogen ions in a solution,0.5,0.8242698311805725
An acid is a molecule or other entity that can donate a proton or accept an electron pair in reactions.,molecule that donates hydrogen ions and increases the concentration of hydrogen ions in a solution,1.0,0.7811862230300903
poor in limestone,An environment poor in limestone would be more affected by acid rain.,1.0,0.536133885383606
create polymers,break down polymers,0.0,0.6481891870498657
Water is produced as a byproduct of the creation of polymers,"(also, condensation) reaction that links monomer molecules together, releasing a molecule of water for each bond formed",1.0,0.7157676219940186
"a small subunit of macromolecules, linked together to form polymers",smallest unit of larger molecules called polymers,1.0,0.7663339972496033
the breakdown of polymers,reaction that causes breakdown of larger molecules into smaller molecules with the utilization of water,1.0,0.7057749032974243
changes form cannot be reversed,the ability to combine and to chemically bond with each other,0.0,0.4704408645629883
weight of protons and neutrons,total number of protons and neutrons in an atom,1.0,0.7643846869468689
opposite charges,ions with opposite charges,0.5,0.7610556483268738
large made of monomers,chain of monomer residues that is linked by covalent bonds,1.0,0.6666108965873718
makes up polymers,smallest unit of larger molecules called polymers,1.0,0.586983859539032
break down polymers,break down polymers,1.0,1.0
the mass of one mole of that element,calculated mean of the mass number for an element’s isotopes,0.0,0.6964241862297058
covalent,Hydrogen bond,0.0,0.5616307854652405
an anion is an ion that gains electrons and forms a negative charge,negative ion that is formed by an atom gaining one or more electrons,1.0,0.8103941082954407
polar covalent bond is when molecules do not share electrons equally,"type of covalent bond that forms as a result of unequal sharing of electrons, resulting in the creation of slightly positive and slightly negative charged regions of the molecule",0.5,0.7533546090126038
when electrons are transferred in order to help an element reach an octet,movement of electrons from one element to another; important in creation of ionic bonds,1.0,0.8021975755691528
neutrons and protons added together,total number of protons and neutrons in an atom,1.0,0.7025087475776672
two atoms with opposite charges,"ion necessary for nerve impulse conduction, muscle contractions and water balance",0.0,0.3807589113712311
a bond between oxygen and hydrogen. usually a weak bond,weak bond between slightly positively charged hydrogen atoms to slightly negatively charged atoms in other molecules,1.0,0.8025745749473572
the outer shell of an electron orbital,outermost shell of an atom,1.0,0.8179182410240173
the negative particle in an atom,negatively charged subatomic particle that resides outside of the nucleus in the electron orbital; lacks functional mass and has a negative charge of –1 unit,1.0,0.6490364074707031
a covalent bond that has equal sharing of electrons,type of covalent bond that forms between atoms when electrons are shared equally between them,1.0,0.8421840071678162
an ion that donates electrons forming a positive charge,positive ion that is formed by an atom losing one or more electrons,1.0,0.7523925304412842
a reaction between molecules that occurs with chemical bonds,process leading to the rearrangement of atoms in molecules,1.0,0.7248790264129639
ability for an atom to attract electrons,"ability of some elements to attract electrons (often of hydrogen atoms), acquiring partial negative charges in molecules and creating partial positive charges on the hydrogen atoms",1.0,0.7234206795692444
54,54,1.0,1.0
a bond between opposite charged elements,interaction between two or more of the same or different atoms that results in the formation of molecules,0.5,0.5537824034690857
smallest unit of matter,the smallest unit of matter that retains all of the chemical properties of an element,0.5,0.6698881983757019
a reaction between elements that form chemical bonds,the ability to combine and to chemically bond with each other,0.5,0.6798222064971924
A substance capable of dissolving other polar molecules and ionic compounds,substance capable of dissolving another substance,1.0,0.706464409828186
The amount of hear one gram of substance must absorb or lose to change its temperature to one degree C,the amount of heat one gram of a substance must absorb or lose to change its temperature by one degree Celsius,1.0,0.9329273700714111
A substance that produces OH- ions in a water solution,molecule that donates hydroxide ions or otherwise binds excess hydrogen ions and decreases the concentration of hydrogen ions in a solution,0.5,0.7854821681976318
A substance that produces H+ ions in water solutions,molecule that donates hydrogen ions and increases the concentration of hydrogen ions in a solution,0.5,0.7527179718017578
When the products made cannot cross back over the threshold,chemical reaction where reactants proceed uni-directionally to form products,0.0,0.6100936532020569
The transfer of electrons,chemical bond that forms between ions with opposite charges (cations and anions),0.5,0.49141576886177063
A negatively charged ion that has gained electrons,negative ion that is formed by an atom gaining one or more electrons,1.0,0.7714434862136841
chemical bonds formed in order to obtain electrons for a stable electron configuration,two or more atoms chemically bonded together,1.0,0.6578162312507629
58,54,0.0,0.9894291758537292
Valence shell is...,outermost shell of an atom,0.0,0.5727887153625488
The perimeter of an atoms nucleus where the electrons orbit,how electrons are spatially distributed surrounding the nucleus; the area where an electron is most likely to be found,1.0,0.702041745185852
8,8 protons and 8 neutrons,1.0,0.43028050661087036
isotopes,Isotopes,1.0,0.7085412740707397
8 electrons for each atoms to have a full shell,rule that atoms are most stable when they hold eight electrons in their outermost shells,1.0,0.7517585754394531
Noble gases in group 8A of PT,"(also, noble gas) element with filled outer electron shell that is unreactive with other atoms",1.0,0.5986307263374329
Excess hydrogen leaves the body instead of reverting back into a bicarbonate ion,chemical law stating that the rate of a reaction is proportional to the concentration of the reacting substances,0.0,0.7114434242248535
Formed between ions with opposite charges,ions with opposite charges,1.0,0.8300358653068542
Center of an atom,core of an atom; contains protons and neutrons,1.0,0.6128314137458801
"Inert gas, in group 8A of PT, unreactive with other elements b/c of full octet shell",not readily reactive gases because of the complete outer shell,1.0,0.6495015025138855
A substance that is able to react with another molecule or substance,molecule found on the left side of a chemical equation,1.0,0.6538641452789307
A chemical reaction,the ability to combine and to chemically bond with each other,0.5,0.3959954082965851
amino acids,biological macromolecule composed of one or more chains of amino acids,0.0,0.6091454029083252
water loving,describes ions or polar molecules that interact well with other polar molecules such as water,1.0,0.25454047322273254
amino acids,amino acids,1.0,0.9999998807907104
not attracted to water,describes uncharged nonpolar molecules that are repelled by and do not dissolve well in polar molecules such as water,0.5,0.44805750250816345
"steroids, phospholipids, waxes, fats/oils","
  lipids like margarine
  wax like the coating on feathers
  phospholipids like cell membrane constituents
  steroid like cholesterol

",0.5,0.6914681196212769
use ATP,"ATP is not required, and molecules move down their concentration gradient.",0.0,0.38570407032966614
ability for water molecules to attract to other molecules,the attraction between water molecules and other molecules,1.0,0.8277932405471802
attraction to other molecules,"occurs because water molecules are attracted to charges on the inner surfaces of narrow tubular structures such as glass tubes, drawing the water molecules to the sides of the tubes",0.5,0.46229854226112366
ability to break down into smaller parts,"release of an ion from a molecule such that the original molecule now consists of an ion and the charged remains of the original, such as when water dissociates into H+ and OH-",0.0,0.5560902953147888
attracted to water,describes ions or polar molecules that interact well with other polar molecules such as water,1.0,0.44442084431648254
ability to hang onto other molecules,tension at the surface of a body of liquid that prevents the molecules from separating; created by the attractive cohesive forces between the molecules of the liquid,0.0,0.5743681788444519
Dehydration synthesis is the breaking of chemical bonds to form polymers,"(also, condensation) reaction that links monomer molecules together, releasing a molecule of water for each bond formed",0.5,0.7489278316497803
Anything composed of 2 or more different elements,substance composed of molecules consisting of atoms of at least two different elements,0.5,0.693267822265625
"A bond between a hydrogen and either a nitrogen, oxygen, or fluorine.",weak bond between slightly positively charged hydrogen atoms to slightly negatively charged atoms in other molecules,0.5,0.7651273012161255
A positively or negatively charged atom,atom or chemical group that does not contain equal numbers of protons and electrons,1.0,0.6282960772514343
The ability of an atom or molecule to form bonds with other atoms or molecules,the ability to combine and to chemically bond with each other,1.0,0.7509994506835938
something consumed in a reaction that is necessary to produce specific products,molecule found on the left side of a chemical equation,1.0,0.6049246788024902
when two ions exchange electrons,movement of electrons from one element to another; important in creation of ionic bonds,0.5,0.6262970566749573
right side of a chemical reaction,molecule found on the right side of a chemical equation,1.0,0.7841981649398804
8 of each,8 protons and 8 neutrons,1.0,0.569029688835144
negatively charged element,negative ion that is formed by an atom gaining one or more electrons,1.0,0.450006365776062
amine,amino,1.0,0.7146502733230591
Wax is a hydrophobic layer which forms on the feathers of birds and some leaves to act as a water repellent,lipid made of a long-chain fatty acid that is esterified to a long-chain alcohol,0.5,0.6606301665306091
testosterone,estradiol and testosterone,0.5,0.8286659717559814
Like when water molecules are almost able to climb the sides of the glass,"occurs because water molecules are attracted to charges on the inner surfaces of narrow tubular structures such as glass tubes, drawing the water molecules to the sides of the tubes",0.5,0.8095973134040833
a molecule that has carbon attached.,any molecule containing carbon (except carbon dioxide),1.0,0.7637033462524414
Glycogen stores energy in animals and fungi.,storage carbohydrate in animals,1.0,0.7157105207443237
"They are found in the exoskeleton of an insect, keeping all of the organs on the inside of the insect protected.",as an exoskeleton,1.0,0.3020511269569397
A glycosidic bond is bond that forms between two monosaccharides.,bond formed by a dehydration reaction between two monosaccharides with the elimination of a water molecule,0.5,0.7626780867576599
Maltose,maltose,1.0,0.7869223952293396
monosaccharide,monosaccharide,1.0,1.0
Fruits and vegetables,"Sucrose is found in fruit juices, maltose in beer, and lactose in dairy products.",0.5,0.5063680410385132
Cholesterol is important for cell membranes and steroid compounds.,production of bile salts,1.0,0.5640497207641602
"Estrogen, steroids, testosterone",estradiol and testosterone,1.0,0.7815670967102051
break down food into smaller molecules.,break down polymers,0.0,0.591090738773346
Water molecules and monomers,polymers,0.0,0.5263012051582336
prevent excess h and oh from accumulating,Buffers absorb excess hydrogen and hydroxide ions to prevent increases or decrease in pH. An example is the bicarbonate system in human body.,1.0,0.6339511275291443
kinks in phospholipid and cholestroral,phospholipids and cholesterol,1.0,0.6196737885475159
The large molecule necessary for life.,large molecule necessary for life that is built from smaller organic molecules,1.0,0.7971178889274597
cellulose,carbohydrate,0.0,0.6668638586997986
poly,polysaccharides,0.5,0.6221551895141602
storage form of glucose,storage carbohydrate in animals,1.0,0.7202739119529724
protein,peptides,0.5,0.760386049747467
proteins,proteins,1.0,0.9999999403953552
the transferring of electrons,chemical bond that forms between ions with opposite charges (cations and anions),0.5,0.5000693202018738
54,"<span data-math=""54"">54</span>",1.0,0.3666703701019287
"completely covalent, electronegativities of the 2 atoms are the same",type of covalent bond that forms between atoms when electrons are shared equally between them,1.0,0.7678043842315674
the atomic mass of an element is the number of protons and neutrons,total number of protons and neutrons in an atom,1.0,0.8475521206855774
package and protect DNA,protein-DNA complex that serves as the building material of chromosomes,0.5,0.476226270198822
structure that involves two or more strands twisting around each other,"three-dimensional conformation of a protein, including interactions between secondary structural elements; formed from interactions between amino acid side chains",0.0,0.6810196042060852
lipids,proteins,0.0,0.8157164454460144
storage in plant,"membrane-bound sac, somewhat larger than a vesicle, which functions in cellular storage and transport",0.5,0.418072909116745
assumption of a reducing atmosphere,the composition of the gases in the atmosphere,0.0,0.6726088523864746
1 + 17,Group 1 and Group 17,1.0,0.5935177206993103
"triglycerides, fatty acids, phospholipids, and sterols (cholesterol)","
  lipids like margarine
  wax like the coating on feathers
  phospholipids like cell membrane constituents
  steroid like cholesterol

",0.5,0.7394718527793884
"testosterone, estrogen, progesterone",estradiol and testosterone,1.0,0.8241294026374817
covalent bond with charges,"type of covalent bond that forms as a result of unequal sharing of electrons, resulting in the creation of slightly positive and slightly negative charged regions of the molecule",0.5,0.4986230432987213
"nitrogenous base, phosphate, pentose sugar","deoxyribose, thymine, and a phosphate group",1.0,0.7301052808761597
breaking down water to create a chemical compound,reaction that causes breakdown of larger molecules into smaller molecules with the utilization of water,0.0,0.6852591633796692
polymers form by releasing a water molecule,"(also, condensation) reaction that links monomer molecules together, releasing a molecule of water for each bond formed",1.0,0.7444531917572021
neutron,uncharged particle that resides in the nucleus of an atom; has a mass of one amu,0.0,0.104091115295887
4,"Shells 1, 2, and 3 are full.",0.0,0.19903318583965302
weak,hydrogen bond,0.0,0.37639936804771423
negative,negatively charged subatomic particle that resides outside of the nucleus in the electron orbital; lacks functional mass and has a negative charge of –1 unit,0.5,-0.05257327854633331
3,"Shells 1, 2 and 3 are full, and shell 4 has one electron.",0.0,0.02601972222328186
table,organizational chart of elements indicating the atomic number and atomic mass of each element; provides key information about the properties of the elements,0.0,-0.15249532461166382
reacts,molecule found on the left side of a chemical equation,0.5,0.03359835967421532
"8, 8",8 protons and 8 neutrons,1.0,0.4293079376220703
methyl,methyl,1.0,1.0
what did birds begin like and how they evolved,"Birds have scales, having the same origin as that of reptiles.",0.0,0.6726321578025818
no because natural sciences are related to the physical world where mathematics is not,"No, it is not a natural science. Mathematics focuses on understanding mathematical relations and calculations, which is useful in natural sciences but which is distinct.",1.0,0.8261327147483826
"A chemical compound having the same molecular formula as another but a different geometric configuration, as when atoms or groups of atoms are attached in different spatial arrangements on either side of a bond or a ring.",isomer with similar bonding patterns differing in the placement of atoms alongside a double covalent bond,1.0,0.8217991590499878
"Yes this study does have a control group, on with no CCD symptoms and the other with.",This is an experimental study and the control group is group 1.,0.0,0.6929654479026794
change the dna,The DNA will bulge in the places where cytosine is replaced by adenine.,0.0,0.3677058517932892
the substances found at the end of the reaction,molecule found on the right side of a chemical equation,1.0,0.6979026198387146
"Mitochondria are responsible for making adenosine triphosphate (ATP), the cellÛªs main energy-carrying molecule. Chloroplast are plant cell organelles that carry out photosynthesis . Mitochondria, chloroplasts have their own DNA and ribosomes. Mitochondria, chloroplasts have outer and inner membranes.","Similarities: double membrane, inter-membrane space, ATP production, contain DNA. Differences: mitochondria have inner folds called cristae, chloroplast contains accessory pigments in thylakoids, which form grana and a stroma.",1.0,0.8728160858154297
"organisms and viruses, astronomy and geology","<p>diseases affecting humans, pollution affecting species habitat,</p>

<p>calculating surface area of rectangular ground, functioning of planetary orbitals</p>
",1.0,0.6308496594429016
Material that animal or plants or humans are made of.,group of similar cells carrying out related functions,0.5,0.5813525915145874
I would say that 5 is because it is the furthestÛÜ away as well as it is not close to the same length as the other ones.,5,1.0,-0.07971814274787903
"Hemoglobin is part of the red blood cells, it is responsible for carrying oxygen from the lungs to the organs and back to the lungs.","hemoglobin, red blood cells, blood, artery, capillaries, veins, cardiovascular system",0.0,0.8361114859580994
"2,1,4,5,6,3","2, 1, 5, 4, 6, 3",0.5,0.1541040986776352
1. Yes 2. Yes 3. Yes 4. No,Questions 1 and 4 are subjective and cannot be disproven using scientific method. Questions 2 and 3 can be tested using scientific method.,0.5,0.4273739457130432
How the body stores glucose for long term energy usage.,storage carbohydrate in animals,1.0,0.5905119180679321
monosaccharide.,monosaccharide,1.0,0.9064443707466125
A saturated fatty acid is one that only has single bonds so that it is saturated by hydrogen.,long-chain of hydrocarbon with single covalent bonds in the carbon chain; the number of hydrogen atoms attached to the carbon skeleton is maximized,1.0,0.7753232717514038
Hydrocarbons that involve mostly non-polar carbon-carbon or carbon-hydrogen bonds. They are insoluble In water.,macromolecule that is nonpolar and insoluble in water,1.0,0.8207253217697144
Work as coagulants and get rid of excess cholesterol.,type of polyunsaturated fat that is required by the body; the numbering of the carbon omega starts from the methyl end or the end that is farthest from the carboxylic end,0.0,0.7062421441078186
"2,1,5,43,6","2, 1, 5, 4, 6, 3",0.5,0.1541040986776352
no. yes. yes. yes.,Questions 1 and 4 are subjective and cannot be disproven using scientific method. Questions 2 and 3 can be tested using scientific method.,0.5,0.19719934463500977
Broad spectrum science not used to enhance products or for small term goals,science that seeks to expand knowledge and understanding regardless of the short-term application of that knowledge,1.0,0.7645630240440369
molecules with other hydrogens in the carbon backbone,hydrocarbon chain or ring containing an atom of another element in place of one of the backbone carbons,0.5,0.7593057155609131
proteins,proteins,1.0,0.9999999403953552
enzyme,enzyme,1.0,1.0
chemical signaling molecules,"chemical signaling molecule, usually protein or steroid, secreted by endocrine cells that act to control or regulate specific physiological processes",1.0,0.5840235948562622
secondary,secondary,1.0,1.0
polysaccharides,Polysaccharides,1.0,0.850423276424408
starch and cellulose,cellulose,0.5,0.8323981761932373
long chain of monosaccharides that are linked by glycosidic bonds,long chain of monosaccharides; may be branched or unbranched,1.0,0.7629229426383972
simple sugar that provide energy to the body through glucose,biological macromolecule in which the ratio of carbon to hydrogen and to oxygen is 1:2:1; carbohydrates serve as energy sources and structural support in cells and form the a cellular exoskeleton of arthropods,0.0,0.6945842504501343
water molecules are attracted to each other and to other molecules,the attraction between water molecules and other molecules,0.5,0.8367776274681091
when water appears to climb a tube,"occurs because water molecules are attracted to charges on the inner surfaces of narrow tubular structures such as glass tubes, drawing the water molecules to the sides of the tubes",0.5,0.7434496879577637
HNO3 and hydronium,"<span data-math=""\text{HNO}_3"">\text{HNO}_3</span> and <span data-math=""\text{H}_3\text{O}^+"">\text{H}_3\text{O}^+</span>",1.0,0.2722402811050415
lower,decrease,1.0,0.8512508273124695
presence of a double bond,the number of hydrogen atoms on the triglycerides,0.5,0.3993924558162689
Methyl,methyl,1.0,0.8328560590744019
plasma membrane.,the plasma membrane of animal cells,1.0,0.7210238575935364
They lead to bad cholesterol which lead to worse heart problems,Trans fat is produced by the hydrogenation of oil that makes it more saturated and isomerized. It  increases LDL amounts.,0.5,0.6420766115188599
monomer,monosaccharide,0.0,0.6936226487159729
2 monosaccharides combined,two sugar monomers that are linked together by a glycosidic bond,1.0,0.5630520582199097
sugar,storage carbohydrate in animals,0.0,0.30894026160240173
plant sugar,polysaccharide that makes up the cell wall of plants;  provides structural support to the cell,0.5,0.27665263414382935
simple sugar,fructose,0.0,0.6557758450508118
chitin,carbohydrate,1.0,0.6193535923957825
The hypothesis is correct.,The original hypothesis is incorrect. Alternative hypothesis includes that toaster wasn’t turned on.,0.0,0.611981987953186
2. The car doesn't start. 1. If the car doesn't start the problem must be the battery. 4. The car should start after charging the battery or changing the battery. 3. After changing the battery. Car starts working. 5. 6?,"2, 1, 5, 4, 6, 3",0.5,0.3696301579475403
Their ancestors came from reptiles.,"Birds have scales, having the same origin as that of reptiles.",0.0,0.6868719458580017
"2, 1, 4, 5, 6, 3","2, 1, 5, 4, 6, 3",0.5,0.999014675617218
1. no 2. yes 3. no 4. no,Questions 1 and 4 are subjective and cannot be disproven using scientific method. Questions 2 and 3 can be tested using scientific method.,0.5,0.3275170922279358
asexual reproduction,a sequence of rRNA,0.0,0.34875932335853577
in de de in,"1- Inductive, 2- Deductive, 3- Deductive, 4- Inductive",1.0,0.1386941373348236
sugar,polysaccharide that makes up the cell wall of plants;  provides structural support to the cell,0.5,-0.04682133346796036
an enviornment rich in limestone,An environment poor in limestone would be more affected by acid rain.,0.0,0.5930163860321045
up to four,four,1.0,0.7112699747085571
